Mine ID,Mine Name_x,Commodity,Mine Status,Status Date,Type of Mine,Mine Name_y,Street,City,State,Zip Code,full_address,lat,lon
3800125,DIXIANA MINE,Construction Sand and Gravel,Active,9/14/1988,Surface,DIXIANA MINE,1310 Pine Ridge Dr.,West Columbia,South Carolina,29172.0,"1310 Pine Ridge Dr., West Columbia, South Carolina 29172.0",33.9070605043,-81.080406793131
3800127,DEERFIELD SAND,"Sand, Common",Active,12/18/1978,Surface,DEERFIELD SAND,Highway 321,Tillman,South Carolina,29943.0,"Highway 321, Tillman, South Carolina 29943.0",,
3800130,Columbia Sand,Construction Sand and Gravel,Active,10/28/2013,Surface,Columbia Sand,662 Boy Scout Rd.,Gaston,South Carolina,29053.0,"662 Boy Scout Rd., Gaston, South Carolina 29053.0",33.849274096684,-81.114966327294
3800134,"Lugoff Sand Company, Inc.","Sand, Common",Abandoned,8/8/2025,Surface,"Lugoff Sand Company, Inc.",1482 Fort Jackson Road,Lugoff,South Carolina,29078.0,"1482 Fort Jackson Road, Lugoff, South Carolina 29078.0",34.173016218607,-80.702501607392
3800136,Murray Mines Inc.,Construction Sand and Gravel,Abandoned,7/7/2023,Surface,Murray Mines Inc.,26668 Augusta Hwy,Ridgeville,South Carolina,29472.0,"26668 Augusta Hwy, Ridgeville, South Carolina 29472.0",33.04027207208,-80.408984029761
3800141,FRICK MINE,Construction Sand and Gravel,Active,7/14/2022,Surface,FRICK MINE,Ben Franklin Rd.,Leesville,South Carolina,29070.0,"Ben Franklin Rd., Leesville, South Carolina 29070.0",,
3800180,Ebenezer,Construction Sand and Gravel,Abandoned,10/1/2014,Surface,Ebenezer,Hwy 52 North,Darlington,South Carolina,29532.0,"Hwy 52 North, Darlington, South Carolina 29532.0",,
3800294,Pageland Sand Co Inc,Construction Sand and Gravel,Active,3/16/1983,Surface,Pageland Sand Co Inc,409 Eddie Horton Road,Mt. Croghan,South Carolina,29727.0,"409 Eddie Horton Road, Mt. Croghan, South Carolina 29727.0",34.716231342088,-80.299784104648
3800391,BAMBERG MINE #3,Construction Sand and Gravel,Abandoned,7/14/2022,Surface,BAMBERG MINE #3,Riverbridge State Park Road,Olar,South Carolina,29843.0,"Riverbridge State Park Road, Olar, South Carolina 29843.0",,
3800428,MINE #2,Construction Sand and Gravel,Abandoned,6/9/2017,Surface,MINE #2,2585 Kennerly Road,Orangeburg,South Carolina,29116.0,"2585 Kennerly Road, Orangeburg, South Carolina 29116.0",33.601109930267,-80.918196365985
3800535,Lanier Sand,Construction Sand and Gravel,Active,7/15/2008,Surface,Lanier Sand,1902 Glenn Road,Gaston,South Carolina,29053.0,"1902 Glenn Road, Gaston, South Carolina 29053.0",33.87795687083,-81.089399321219
3800542,YORK COUNTY MINES,Construction Sand and Gravel,Abandoned,5/31/2006,Surface,YORK COUNTY MINES,SC Hwy 322,McConnells,South Carolina,29726.0,"SC Hwy 322, McConnells, South Carolina 29726.0",,
3800544,Colleton Sand Plant,"Sand, Common",Abandoned,4/1/2012,Surface,Colleton Sand Plant,3943 Greenpond Hwy,Walterboro,South Carolina,29488.0,"3943 Greenpond Hwy, Walterboro, South Carolina 29488.0",32.849267980573,-80.648605872119
3800545,LONGVIEW MINE,Construction Sand and Gravel,Active,6/15/1979,Surface,LONGVIEW MINE,1816 River Road,Piedmont,South Carolina,29673.0,"1816 River Road, Piedmont, South Carolina 29673.0",34.735358854446,-82.47204653127
3800551,ACD Mine,Construction Sand and Gravel,Abandoned,1/22/2007,Surface,ACD Mine,301 Pit Road,Moncks Corner,South Carolina,29461.0,"301 Pit Road, Moncks Corner, South Carolina 29461.0",33.140732425548,-80.07272189897
3800555,WARE SHOALS PIT,Construction Sand and Gravel,Abandoned,1/11/2009,Surface,WARE SHOALS PIT,main st,ware shoals,South Carolina,29692.0,"main st, ware shoals, South Carolina 29692.0",,
3800558,Sandy Run ,Construction Sand and Gravel,Abandoned,2/22/2010,Surface,Sandy Run ,4613 Pierce Road,Cottageville,South Carolina,29435.0,"4613 Pierce Road, Cottageville, South Carolina 29435.0",,
3800568,L&L Disposal LLC,Construction Sand and Gravel,Abandoned,7/7/2016,Surface,L&L Disposal LLC,1703 Screaming Eagle Rd.,Lugoff,South Carolina,29078.0,"1703 Screaming Eagle Rd., Lugoff, South Carolina 29078.0",34.102372199612,-80.779419778475
3800575,Sumter Sand ,Construction Sand and Gravel,Active,5/29/1986,Surface,Sumter Sand ,Hwy 76/378,Sumter,South Carolina,29154.0,"Hwy 76/378, Sumter, South Carolina 29154.0",,
3800577,Saluda River Plant,Construction Sand and Gravel,Abandoned,9/4/2019,Surface,Saluda River Plant,204 Holliday Circle,Belton,South Carolina,29627.0,"204 Holliday Circle, Belton, South Carolina 29627.0",34.55501446096,-82.412645826912
3800582,Askew,Construction Sand and Gravel,Active,6/26/2024,Surface,Askew,209 Armory Road,Union,South Carolina,29379.0,"209 Armory Road, Union, South Carolina 29379.0",34.799622715797,-81.484629977158
3800590,TINDAL MINE,Construction Sand and Gravel,Abandoned,7/14/2022,Surface,TINDAL MINE,5974 Edmund Hwy,Lexington,South Carolina,29073.0,"5974 Edmund Hwy, Lexington, South Carolina 29073.0",33.854074211409,-81.205507498693
3800591,Hardaway Sand Plant,Construction Sand and Gravel,Abandoned,3/30/2010,Surface,Hardaway Sand Plant,5200 Percival Rd.,Columbia,South Carolina,29045.0,"5200 Percival Rd., Columbia, South Carolina 29045.0",34.115179814053,-80.791643558294
3800608,Johnsonville Mine,Construction Sand and Gravel,TempIdle,10/5/2022,Surface,Johnsonville Mine,541 Macks Lake Road,Johnsonville,South Carolina,29555.0,"541 Macks Lake Road, Johnsonville, South Carolina 29555.0",33.843282205479,-79.521370966881
3800621,Pee Dee Mine,Construction Sand and Gravel,Abandoned,3/15/2024,Surface,Pee Dee Mine,9208 Pet Larrimore Rd.,Gresham,South Carolina,29546.0,"9208 Pet Larrimore Rd., Gresham, South Carolina 29546.0",,
3800628,CHAPMAN SAND PLANT #9,"Sand, Common",TempIdle,3/28/2025,Surface,CHAPMAN SAND PLANT #9,2321 Goldmine Rd,Spartanburg,South Carolina,29302.0,"2321 Goldmine Rd, Spartanburg, South Carolina 29302.0",34.938272407969,-81.786698248317
3800635,"G. L. Williams Landscaping,  Inc.",Construction Sand and Gravel,Abandoned,10/1/2014,Surface,"G. L. Williams Landscaping,  Inc.",216 Breezy Hill Road,Graniteville,South Carolina,29824.0,"216 Breezy Hill Road, Graniteville, South Carolina 29824.0",33.56635605789,-81.842746672172
3800636,Bear Bluff Materials,Construction Sand and Gravel,Abandoned,5/24/2006,Surface,Bear Bluff Materials,7853 Reaves Ferry Road,Conway,South Carolina,29526.0,"7853 Reaves Ferry Road, Conway, South Carolina 29526.0",33.844669673334,-78.872013317608
3800651,Southeastern Sand Mine #1,Construction Sand and Gravel,Active,10/12/2010,Surface,Southeastern Sand Mine #1,1713 W Old Number 4 Hwy,Scranton,South Carolina,29591.0,"1713 W Old Number 4 Hwy, Scranton, South Carolina 29591.0",33.985622388647,-79.820260785249
3800659,Bledsoe Mine,Construction Sand and Gravel,Abandoned,8/21/2006,Surface,Bledsoe Mine,Bledsoe Rd,Lexington,South Carolina,29073.0,"Bledsoe Rd, Lexington, South Carolina 29073.0",,
3800662,Edmund Sand,Construction Sand and Gravel,Active,3/8/1993,Surface,Edmund Sand,5960 Edmund Hwy.,Lexington,South Carolina,29073.0,"5960 Edmund Hwy., Lexington, South Carolina 29073.0",33.856401935657,-81.204503494934
3800663,Blacksburg Plt,Construction Sand and Gravel,Active,3/15/1993,Surface,Blacksburg Plt,Martin Bridge Rd,Blacksburg,South Carolina,29702.0,"Martin Bridge Rd, Blacksburg, South Carolina 29702.0",,
3800667,Piedmont Sand ,Construction Sand and Gravel,Active,11/3/1994,Surface,Piedmont Sand ,952 Thompson Creek Rd,Pageland,South Carolina,29728.0,"952 Thompson Creek Rd, Pageland, South Carolina 29728.0",34.757557195087,-80.314551425815
3800670,PRIMUS TRACT PIT,Construction Sand and Gravel,Abandoned,5/8/2007,Surface,PRIMUS TRACT PIT,2305 Clements Ferry Rd.,Charleston,South Carolina,294927732.0,"2305 Clements Ferry Rd., Charleston, South Carolina 294927732.0",32.901116167064,-79.91678104096
3800672,Superior Sand LLC,Construction Sand and Gravel,Abandoned,7/17/2015,Surface,Superior Sand LLC,972-A M.W. Stroud Rd.,Nichols,South Carolina,29581.0,"972-A M.W. Stroud Rd., Nichols, South Carolina 29581.0",34.156299651514,-79.158537155364
3800673,Gresham Mine,"Sand, Common",Abandoned,4/4/2023,Surface,Gresham Mine,Highway 9,Gresham,South Carolina,29546.0,"Highway 9, Gresham, South Carolina 29546.0",,
3800681,MARLBORO MINE,"Sand, Common",Abandoned,2/3/2003,Surface,MARLBORO MINE,Peques Circle,Wallace,South Carolina,29596.0,"Peques Circle, Wallace, South Carolina 29596.0",,
3800693,Washie Road Sand Mine,Construction Sand and Gravel,Abandoned,8/4/2021,Surface,Washie Road Sand Mine,Washie Road,Harleyville,South Carolina,29448.0,"Washie Road, Harleyville, South Carolina 29448.0",,
3800699,Chapman Sand Plant #6 & #7,Construction Sand and Gravel,Abandoned,5/28/2014,Surface,Chapman Sand Plant #6 & #7,2794 N. Pacolet Rd.,Landrum,South Carolina,29356.0,"2794 N. Pacolet Rd., Landrum, South Carolina 29356.0",35.185721667331,-82.097282980007
3800702,Old Charleston Sand,Construction Sand and Gravel,Active,6/1/2001,Surface,Old Charleston Sand,2916 Old Charleston Rd.,Gilbert,South Carolina,29054.0,"2916 Old Charleston Rd., Gilbert, South Carolina 29054.0",33.889242106648,-81.351734569062
3800703,BROWN SAND MINE NO. 2,Construction Sand and Gravel,Abandoned,2/22/2010,Surface,BROWN SAND MINE NO. 2,JOE EUBANKS RD,BUFFALO,South Carolina,29321.0,"JOE EUBANKS RD, BUFFALO, South Carolina 29321.0",,
3800705,Gruber Mine,Construction Sand and Gravel,Abandoned,6/23/2005,Surface,Gruber Mine,1990 Harley St.,Chaleston,South Carolina,29406.0,"1990 Harley St., Chaleston, South Carolina 29406.0",32.892171662628,-80.010418950745
3800707,Coastal Mining Company Inc,"Sand, Common",Abandoned,12/5/2006,Surface,Coastal Mining Company Inc,Hwy 61 West,Cottageville,South Carolina,29435.0,"Hwy 61 West, Cottageville, South Carolina 29435.0",,
3800708,Bees Creek Mine,Construction Sand and Gravel,Abandoned,1/1/2008,Surface,Bees Creek Mine,1792 Bees Creek Rd.,Ridgeland,South Carolina,29936.0,"1792 Bees Creek Rd., Ridgeland, South Carolina 29936.0",32.458387449646,-80.972160613815
3800709,Middleton Site,"Sand, Common",Abandoned,1/16/2007,Surface,Middleton Site,Hwy 61 at Middleton Gardens,Summerville,South Carolina,29414.0,"Hwy 61 at Middleton Gardens, Summerville, South Carolina 29414.0",,
3800710,Palmetto Sand Mine,Construction Sand and Gravel,Active,7/23/2004,Surface,Palmetto Sand Mine,24042 Augusta Hwy.,Cottageville,South Carolina,29435.0,"24042 Augusta Hwy., Cottageville, South Carolina 29435.0",33.044832110924,-80.447386096761
3800711,The Burke Mine,Construction Sand and Gravel,Abandoned,3/15/2009,Surface,The Burke Mine,3500 Highway 76 West,Lynchburg,South Carolina,29080.0,"3500 Highway 76 West, Lynchburg, South Carolina 29080.0",,
3800713,Barringer Sand,"Sand, Common",Abandoned,10/5/2007,Surface,Barringer Sand,5414 Highway 268,Mt. Croghan,South Carolina,29727.0,"5414 Highway 268, Mt. Croghan, South Carolina 29727.0",,
3800714,Neal Shoals,"Sand, Common",Active,9/1/2015,Surface,Neal Shoals,895 River Rd.,Union,South Carolina,29379.0,"895 River Rd., Union, South Carolina 29379.0",34.747817913358,-81.494494868843
3800716,Calhoun Sand,"Sand, Common",Active,7/13/2007,Surface,Calhoun Sand,110 Access Rd.,Gaston,South Carolina,29053.0,"110 Access Rd., Gaston, South Carolina 29053.0",33.878671323183,-81.037475339171
3800718,H R Coffin & Sons LLC,"Sand, Common",Abandoned,8/16/2011,Surface,H R Coffin & Sons LLC,5786 Bear Bluff Rd,Conway,South Carolina,29526.0,"5786 Bear Bluff Rd, Conway, South Carolina 29526.0",33.851788994256,-78.882628072073
3800719,Richardson Mine,Construction Sand and Gravel,Active,6/13/2008,Surface,Richardson Mine,8000 Stafford Place,Brittons Neck,South Carolina,29546.0,"8000 Stafford Place, Brittons Neck, South Carolina 29546.0",33.869081490466,-79.360782321797
3800721,Loamy Sand and Gravel,"Sand, Common",Active,10/31/2010,Surface,Loamy Sand and Gravel,4540 Timrod Rd,Bethune,South Carolina,29009.0,"4540 Timrod Rd, Bethune, South Carolina 29009.0",,
3800722,Black Creek Sand Mine,"Sand, Common",Active,7/31/2008,Surface,Black Creek Sand Mine,1357 Eddie Horton Road,Mt. Croghan,South Carolina,29727.0,"1357 Eddie Horton Road, Mt. Croghan, South Carolina 29727.0",,
3800724,Newberry Sand Incorporated,"Sand, Common",Active,6/1/2009,Surface,Newberry Sand Incorporated,45 Catkin lane,Blair,South Carolina,29015.0,"45 Catkin lane, Blair, South Carolina 29015.0",,
3800730,Simpson Mine,"Sand, Common",Active,9/9/2010,Surface,Simpson Mine,149 Simpson Road,Pageland ,South Carolina,29728.0,"149 Simpson Road, Pageland , South Carolina 29728.0",34.712968139395,-80.364842694167
3800733,McLellan,"Sand, Common",Abandoned,10/9/2014,Surface,McLellan,         Cicero Ln,Florence,South Carolina,29591.0,"         Cicero Ln, Florence, South Carolina 29591.0",,
3800734,Toms Creek,"Sand, Common",Abandoned,10/10/2011,Surface,Toms Creek,4415 Highway 321 North,Gaston,South Carolina,29053.0,"4415 Highway 321 North, Gaston, South Carolina 29053.0",33.861098451994,-81.080662032748
3800740,Blacksburg Mine,"Sand, Common",Abandoned,2/11/2019,Surface,Blacksburg Mine,1053 Blacksburg Hwy,Blacksburg,South Carolina,29742.0,"1053 Blacksburg Hwy, Blacksburg, South Carolina 29742.0",,
3800741,Diam Mine #3 ,"Sand, Common",TempIdle,3/25/2025,Surface,Diam Mine #3 ,378 Harrison Road,Dorchester,South Carolina,29437.0,"378 Harrison Road, Dorchester, South Carolina 29437.0",33.16707589287,-80.366419809738
3800743,Hutto Mine,"Sand, Common",Intermittent,10/23/2018,Surface,Hutto Mine,381 Selena Circle,Holly Hill,South Carolina,29059.0,"381 Selena Circle, Holly Hill, South Carolina 29059.0",33.293536661713,-80.412671014146
3800744,Pierce Road Mine,"Sand, Common",Abandoned,9/24/2021,Surface,Pierce Road Mine,7327 Pierce Rd,Ridgeville,South Carolina,29472.0,"7327 Pierce Rd, Ridgeville, South Carolina 29472.0",33.014621305564,-80.414409294815
3800745,Edisto Sand Mine,Construction Sand and Gravel,Active,5/7/2020,Surface,Edisto Sand Mine,22777 Augusta Hwy.,Cottageville,South Carolina,29435.0,"22777 Augusta Hwy., Cottageville, South Carolina 29435.0",33.051099240828,-80.467167659502
3800746,Pacolet River Pit,"Sand, Common",TempIdle,3/18/2025,Surface,Pacolet River Pit,Ray Blackley Rd.,Spartanburg,South Carolina,29301.0,"Ray Blackley Rd., Spartanburg, South Carolina 29301.0",,
3800747,Full Circle Aggregates LLC,"Sand, Common",Active,4/25/2016,Facility,Full Circle Aggregates LLC,581 Rainbow Falls Rd.,Graniteville,South Carolina,29829.0,"581 Rainbow Falls Rd., Graniteville, South Carolina 29829.0",33.590685280318,-81.876574037369
3800748,Yeargin Sand,"Sand, Common",Intermittent,3/9/2020,Surface,Yeargin Sand,1592 Gaffney Hwy,Jonesville,South Carolina,29353.0,"1592 Gaffney Hwy, Jonesville, South Carolina 29353.0",34.879684376513,-81.63798553749
3800750,Osprey Minerals Mine,"Sand, Common",Active,3/12/2018,Surface,Osprey Minerals Mine,391 Fairview Church Road,Mt. Croghan,South Carolina,29727.0,"391 Fairview Church Road, Mt. Croghan, South Carolina 29727.0",34.695997739827,-80.265647774776
3800751,Ingram Plant,"Sand, Common",Abandoned,1/2/2020,Surface,Ingram Plant,6923 HWY 378,Conway,South Carolina,29527.0,"6923 HWY 378, Conway, South Carolina 29527.0",,
3800753,Edisto Oaks,"Sand, Common",Abandoned,9/23/2025,Surface,Edisto Oaks,348 Wire Road,Dorchester,South Carolina,29437.0,"348 Wire Road, Dorchester, South Carolina 29437.0",,
3800755,Sandworks,"Sand, Common",Active,3/9/2020,Surface,Sandworks,5211 Peirce Road,Cottageville,South Carolina,29472.0,"5211 Peirce Road, Cottageville, South Carolina 29472.0",32.985633406221,-80.423932844499
3800758,Salem Sand,"Sand, Common",Intermittent,11/10/2025,Surface,Salem Sand,221 East Salem Road,Johnsonville,South Carolina,29555.0,"221 East Salem Road, Johnsonville, South Carolina 29555.0",33.886371944366,-79.509420828662
3800760,1080 Summers Drive South,"Sand, Common",Active,4/17/2023,Surface,1080 Summers Drive South,1080 Summers Drive,Ridgeville,South Carolina,29472.0,"1080 Summers Drive, Ridgeville, South Carolina 29472.0",32.917374315658,-80.299602066303
3800762,Dravo Road Mine at Squaw Valley,"Sand, Common",Active,7/7/2023,Surface,Dravo Road Mine at Squaw Valley,110 Squaw Valley Road,Blacksburg,South Carolina,29702.0,"110 Squaw Valley Road, Blacksburg, South Carolina 29702.0",35.156245986287,-81.601266643193
3800763,I-20 Sand Mine LLC,"Sand, Common",Active,9/4/2025,Surface,I-20 Sand Mine LLC,2636 BEN FRANKLIN RD,LEESVILLE,South Carolina,29070.0,"2636 BEN FRANKLIN RD, LEESVILLE, South Carolina 29070.0",33.815638629231,-81.444978902058
3800765,Powerscreen 2400,"Sand, Common",Abandoned,2/5/2025,Surface,Powerscreen 2400,322 Jumpin Run Rd,Andrews,South Carolina,29150.0,"322 Jumpin Run Rd, Andrews, South Carolina 29150.0",33.480503995029,-79.645863975889
3800767,Trommel,"Sand, Common",Abandoned,2/5/2025,Surface,Trommel,2091 Bishop Rd,Greensboro,North Carolina,27406.0,"2091 Bishop Rd, Greensboro, North Carolina 27406.0",35.993485479735,-79.844997635786
3800771,2021 Rubble Master Impact Crusher,Construction Sand and Gravel,TempIdle,9/22/2025,Surface,2021 Rubble Master Impact Crusher,1961 Gardner Blvd ,Holly Hill ,South Carolina,29059.0,"1961 Gardner Blvd , Holly Hill , South Carolina 29059.0",33.281823704372,-80.433548302474
3800773,I-95 Pit,"Sand, Common",Active,9/22/2025,Surface,I-95 Pit,401 W. Freight Rd,Florence,South Carolina,29501.0,"401 W. Freight Rd, Florence, South Carolina 29501.0",,
3900087,AURORA,Construction Sand and Gravel,Abandoned,1/21/2022,Surface,AURORA,409 N Lawler Str.,Plankinton,South Dakota,57368.0,"409 N Lawler Str., Plankinton, South Dakota 57368.0",43.711261876512,-98.486928968659
3900212,Rabe Pit,Construction Sand and Gravel,Intermittent,10/8/2024,Surface,Rabe Pit,14475 485th Ave.,Big Stone City,South Dakota,57216.0,"14475 485th Ave., Big Stone City, South Dakota 57216.0",45.285722956316,-96.494153181461
3900213,WASTA SAND PLANT,Construction Sand and Gravel,Intermittent,3/21/2025,Surface,WASTA SAND PLANT,18225 Base Line Rd,Wasta,South Dakota,57791.0,"18225 Base Line Rd, Wasta, South Dakota 57791.0",44.013371729096,-102.467830371826
3900225,Rice Street Sandplant,Construction Sand and Gravel,Abandoned,1/20/2004,Surface,Rice Street Sandplant,3500 East Rice Street,Sioux Falls,South Dakota,57103.0,"3500 East Rice Street, Sioux Falls, South Dakota 57103.0",,
3900233,Mc Laughlin Pit & Mill,Construction Sand and Gravel,Abandoned,5/18/2018,Surface,Mc Laughlin Pit & Mill,600 31st St. SE,Watertown,South Dakota,57201.0,"600 31st St. SE, Watertown, South Dakota 57201.0",44.896913578311,-97.06582614492
3900237,SC 02,Construction Sand and Gravel,Intermittent,8/13/2012,Surface,SC 02,615 South Marion Road,Sioux Falls,South Dakota,57106.0,"615 South Marion Road, Sioux Falls, South Dakota 57106.0",43.541918988668,-96.790973819842
3900245,HERREID CONCRETE,Construction Sand and Gravel,Intermittent,9/9/2014,Surface,HERREID CONCRETE,911 1st Ave West,Herreid,South Dakota,57632.0,"911 1st Ave West, Herreid, South Dakota 57632.0",45.833722106973,-100.07292922515
3900258,Dell Rapids West Quarry ,Construction Sand and Gravel,Active,1/12/2007,Surface,Dell Rapids West Quarry ,201 S. Quarry Road,Dell Rapids,South Dakota,57022.0,"201 S. Quarry Road, Dell Rapids, South Dakota 57022.0",,
3900268,CRM Sand & Gravel Pit,Construction Sand and Gravel,Abandoned,8/25/2016,Surface,CRM Sand & Gravel Pit,48346 229TH ST,FLANDREAU,South Dakota,57028.0,"48346 229TH ST, FLANDREAU, South Dakota 57028.0",44.066344665137,-96.53183330476
3900277,Opperman Portable #1,Construction Sand and Gravel,Intermittent,3/14/2024,Surface,Opperman Portable #1,291st St & 343rd Ave,Burke,South Dakota,57523.0,"291st St & 343rd Ave, Burke, South Dakota 57523.0",,
3900283,Stippich Gravel Pit,Construction Sand and Gravel,Abandoned,12/3/2012,Surface,Stippich Gravel Pit,S of Hettinger 8 Miles S 1 1/2 miles E,Hettinger,North Dakota,586390670.0,"S of Hettinger 8 Miles S 1 1/2 miles E, Hettinger, North Dakota 586390670.0",,
3900284,Earl Sparks Gravel,Construction Sand and Gravel,Intermittent,11/23/2016,Surface,Earl Sparks Gravel,30479 US Hwy 81,Yankton,South Dakota,57078.0,"30479 US Hwy 81, Yankton, South Dakota 57078.0",42.964874150377,-97.398527279745
3900288,RAVINIA SAND PIT,Construction Sand and Gravel,Active,5/1/2023,Surface,RAVINIA SAND PIT,S 1/2 SW 1/4 Sec 36  T96N-R65W,Ravinia,South Dakota,57357.0,"S 1/2 SW 1/4 Sec 36  T96N-R65W, Ravinia, South Dakota 57357.0",,
3900292,Knife River Portable Plant SD-1,Construction Sand and Gravel,Active,8/14/2025,Surface,Knife River Portable Plant SD-1,Portable Plant Various Locations,Portable Plant Various Sites,South Dakota,57118.0,"Portable Plant Various Locations, Portable Plant Various Sites, South Dakota 57118.0",,
3900305,Brookings Sand & Gravel ,Construction Sand and Gravel,Active,8/20/2013,Surface,Brookings Sand & Gravel ,912 34th Avenue South,Brookings,South Dakota,57006.0,"912 34th Avenue South, Brookings, South Dakota 57006.0",44.29552350036,-96.748236564601
3900440,Demarco,Construction Sand and Gravel,Abandoned,4/17/2025,Surface,Demarco,120th Street & County Road K10,Granite,Iowa,51241.0,"120th Street & County Road K10, Granite, Iowa 51241.0",43.47653545669,-96.566225035286
3900441,Brandon Materials Company,Construction Sand and Gravel,Abandoned,8/14/2007,Surface,Brandon Materials Company,605 Aspen Blvd,Brandon,South Dakota,570050515.0,"605 Aspen Blvd, Brandon, South Dakota 570050515.0",,
3900456,PORTABLE CRUSHER #1,Construction Sand and Gravel,Intermittent,2/21/2017,Surface,PORTABLE CRUSHER #1,122ND STREET,Mound City,South Dakota,57646.0,"122ND STREET, Mound City, South Dakota 57646.0",,
3900458,Van Zee Gravel Pit,Construction Sand and Gravel,Abandoned,2/26/2019,Surface,Van Zee Gravel Pit,376th Ave.,Platte,South Dakota,57369.0,"376th Ave., Platte, South Dakota 57369.0",,
3900465,Reynolds,Construction Sand and Gravel,Intermittent,5/1/1986,Surface,Reynolds,263rd Street & 466th Avenue,Sioux Falls,South Dakota,57107.0,"263rd Street & 466th Avenue, Sioux Falls, South Dakota 57107.0",43.572700465794,-96.89036443495
3900469,WAUBAY PIT,Construction Sand and Gravel,TempIdle,8/19/2024,Surface,WAUBAY PIT,449TH AVE & 136TH ST,WAUBAY,South Dakota,57273.0,"449TH AVE & 136TH ST, WAUBAY, South Dakota 57273.0",,
3900513,ORAL SAND PLANT,Construction Sand and Gravel,Active,6/9/2021,Surface,ORAL SAND PLANT,Road 5,Oral,South Dakota,57766.0,"Road 5, Oral, South Dakota 57766.0",,
3900526,Kolberg Screener,Construction Sand and Gravel,Abandoned,4/1/2008,Surface,Kolberg Screener,3701 E Benson RD,Sioux Falls,South Dakota,57103.0,"3701 E Benson RD, Sioux Falls, South Dakota 57103.0",43.587164139203,-96.687018945895
3900666,Goetz Pit #2,Construction Sand and Gravel,Intermittent,8/6/1985,Surface,Goetz Pit #2,28450 398th Ave,Delmont,South Dakota,57330.0,"28450 398th Ave, Delmont, South Dakota 57330.0",43.261031357361,-98.227151232543
3900677,BITTERMAN SAND PIT,Construction Sand and Gravel,Abandoned,11/18/2025,Surface,BITTERMAN SAND PIT,40213 288th,Delmont,South Dakota,57330.0,"40213 288th, Delmont, South Dakota 57330.0",43.210843333739,-98.146279227068
3900704,Mandernach Pit,Construction Sand and Gravel,Abandoned,1/17/2020,Surface,Mandernach Pit,105 Andrews Ave - Rt  2,De Smet,South Dakota,57231.0,"105 Andrews Ave - Rt  2, De Smet, South Dakota 57231.0",44.387854275393,-97.558930515977
3900708,CRESTON SAND PLANT,Construction Sand and Gravel,Abandoned,12/4/2017,Surface,CRESTON SAND PLANT,24250 Creston Rd,Rapid City,South Dakota,57701.0,"24250 Creston Rd, Rapid City, South Dakota 57701.0",,
3900749,Kellen & Streit Inc,Construction Sand and Gravel,Intermittent,6/8/2015,Surface,Kellen & Streit Inc,30662 SW Jim River Rd,Yankton,South Dakota,57078.0,"30662 SW Jim River Rd, Yankton, South Dakota 57078.0",42.952358522386,-97.36051723484
3900798,BLUNT PLANT,Construction Sand and Gravel,Abandoned,1/12/2009,Surface,BLUNT PLANT,31557 Sandstone Place,Blunt,South Dakota,57522.0,"31557 Sandstone Place, Blunt, South Dakota 57522.0",,
3900813,Portable Screener (Unit),Construction Sand and Gravel,Abandoned,12/4/2017,Surface,Portable Screener (Unit),101 Indiana Ave,Platte,South Dakota,573690623.0,"101 Indiana Ave, Platte, South Dakota 573690623.0",43.390150887432,-98.841902848105
3900862,Cedar Rapids Crusher,Construction Sand and Gravel,Intermittent,10/1/2012,Surface,Cedar Rapids Crusher,28043 SD Highway 19,Hurley,South Dakota,57036.0,"28043 SD Highway 19, Hurley, South Dakota 57036.0",43.323254649635,-97.082233174105
3900889,Willmott Gravel Inc,Construction Sand and Gravel,Abandoned,11/24/2014,Surface,Willmott Gravel Inc,47633 S Hwy 30,White,South Dakota,57276.0,"47633 S Hwy 30, White, South Dakota 57276.0",44.42685103365,-96.682576839285
3900905,Obenauer Sand- Gravel- Const,Construction Sand and Gravel,Abandoned,11/6/2019,Surface,Obenauer Sand- Gravel- Const,32825 119 St,Eureka,South Dakota,57437.0,"32825 119 St, Eureka, South Dakota 57437.0",,
3901010,Rauville ,Construction Sand and Gravel,Intermittent,8/5/2022,Surface,Rauville ,45631 - 162nd Street,Rauville,South Dakota,57201.0,"45631 - 162nd Street, Rauville, South Dakota 57201.0",45.035178978652,-97.079580254473
3901022,Portable #1,Construction Sand and Gravel,Abandoned,9/13/2022,Surface,Portable #1,425 North Truck Route,Kimball,South Dakota,573550169.0,"425 North Truck Route, Kimball, South Dakota 573550169.0",,
3901025,PLANT 200,Construction Sand and Gravel,Intermittent,2/16/2022,Surface,PLANT 200,2915 22ND AVE S,BROOKINGS,South Dakota,57006.0,"2915 22ND AVE S, BROOKINGS, South Dakota 57006.0",44.270369606905,-96.768194857097
3901027,Stern Pit,Construction Sand and Gravel,Abandoned,8/14/2012,Surface,Stern Pit,280th Street,Parker,South Dakota,57053.0,"280th Street, Parker, South Dakota 57053.0",,
3901039,Roberts County Screen,Construction Sand and Gravel,Abandoned,10/27/2009,Surface,Roberts County Screen,11901 BIA Hwy 700,Sisseton,South Dakota,572624043.0,"11901 BIA Hwy 700, Sisseton, South Dakota 572624043.0",45.659949947496,-97.061252637853
3901066,Kodiak,Construction Sand and Gravel,Intermittent,10/28/2021,Surface,Kodiak,Portable,Aberdeen,South Dakota,57401.0,"Portable, Aberdeen, South Dakota 57401.0",,
